%MC_DataTool ASCII conversion
%
%t           	El 12       	El 45       	El 86
%[ms]        	[microV]        	[microV]        	[microV]
7583.600    	-7.50       	0.00        	-5.00
7583.700    	-1.67       	-0.42       	-8.75
7583.800    	1.25        	2.50        	-4.17
7583.900    	0.42        	1.67        	-1.67
7584.000    	-3.75       	2.08        	2.50
7584.100    	-1.25       	-1.67       	0.83
7584.200    	0.42        	0.83        	5.00
7584.300    	-7.50       	-5.00       	-0.83
7584.400    	-5.42       	-3.33       	2.08
7584.500    	-6.25       	0.83        	3.33
7584.600    	-10.83      	0.42        	6.67
7584.700    	-15.00      	-7.92       	5.83
7584.800    	-11.67      	-6.25       	5.00
7584.900    	-15.00      	-3.75       	5.83
7585.000    	-18.75      	-7.92       	-2.92
7585.100    	-10.83      	-4.17       	5.00
7585.200    	-5.00       	-2.08       	4.58
7585.300    	-6.67       	-5.42       	-0.42
7585.400    	0.00        	-7.92       	-5.42
7585.500    	4.58        	-7.50       	-8.33
7585.600    	3.75        	-5.42       	2.50
7585.700    	-0.83       	-5.83       	-1.25
7585.800    	3.33        	-7.08       	-7.08
7585.900    	0.00        	-10.83      	-4.17
7586.000    	-1.25       	-5.00       	1.67
7586.100    	-4.58       	-5.00       	0.00
7586.200    	-1.67       	0.00        	0.00
7586.300    	0.42        	0.83        	4.58
7586.400    	-0.83       	-3.75       	7.08
7586.500    	-5.00       	-7.50       	5.00
7586.600    	0.42        	1.25        	2.92
7586.700    	-3.75       	3.33        	-3.33
7586.800    	-0.83       	4.17        	0.83
7586.900    	-0.83       	-3.75       	1.67
7587.000    	-4.17       	-4.58       	1.67
7587.100    	-6.25       	5.00        	1.25
7587.200    	-4.17       	4.17        	6.67
7587.300    	-4.58       	-3.33       	9.17
7587.400    	-7.92       	-3.75       	3.75
7587.500    	-2.08       	-2.50       	5.83
7587.600    	0.42        	-5.42       	2.92
7587.700    	-1.25       	-5.00       	-0.83
7587.800    	3.75        	-5.00       	2.50
7587.900    	2.08        	-5.42       	-0.42
7588.000    	-2.50       	-4.17       	0.83
7588.100    	-2.08       	-4.17       	4.17
7588.200    	-8.33       	-6.25       	3.75
7588.300    	-7.92       	-2.50       	-2.92
7588.400    	-1.67       	1.25        	-1.67
7588.500    	-1.25       	1.25        	4.58
7588.600    	-1.67       	0.42        	6.67
7588.700    	-6.25       	-2.08       	7.92
7588.800    	-3.75       	-1.67       	4.58
7588.900    	2.92        	-1.67       	2.92
7589.000    	0.00        	-0.42       	1.25
7589.100    	-10.83      	-1.67       	-3.75
7589.200    	-7.08       	-1.67       	-4.58
7589.300    	-7.08       	-6.25       	-10.42
7589.400    	-5.00       	-4.17       	-2.08
7589.500    	-7.08       	-2.50       	0.00
7589.600    	-0.42       	-4.58       	-2.50
7589.700    	0.83        	-2.92       	-4.58
7589.800    	5.42        	-1.67       	-2.50
7589.900    	5.83        	-2.08       	0.42
7590.000    	7.50        	-8.33       	-1.25
7590.100    	2.92        	-9.58       	-7.08
7590.200    	4.58        	-10.00      	-8.75
7590.300    	2.50        	-7.50       	-4.17
7590.400    	2.50        	-8.33       	-2.92
7590.500    	3.75        	-2.08       	-0.83
7590.600    	2.08        	0.42        	-2.50
7590.700    	-1.25       	-4.17       	-6.25
7590.800    	-4.17       	-8.33       	-5.42
7590.900    	-9.17       	-8.33       	-7.08
7591.000    	-7.08       	-2.08       	-10.42
7591.100    	-0.42       	-0.83       	-12.08
7591.200    	0.00        	-8.33       	-10.00
7591.300    	-3.75       	-7.50       	-11.25
7591.400    	2.92        	-5.83       	-7.50
7591.500    	0.00        	-7.08       	-4.17
7591.600    	-3.33       	-11.67      	-2.08
7591.700    	-0.42       	-10.83      	-2.08
7591.800    	4.58        	-14.17      	-7.92
7591.900    	-2.50       	-12.92      	-14.58
7592.000    	0.42        	-4.17       	-8.75
7592.100    	-1.67       	-8.75       	-7.50
7592.200    	-3.33       	-8.33       	-10.42
7592.300    	-1.67       	-10.00      	-13.75
7592.400    	0.83        	-6.25       	-12.50
7592.500    	-5.00       	-5.42       	-10.42
7592.600    	-6.67       	-2.50       	-6.25
7592.700    	-7.50       	-6.25       	-10.42
7592.800    	-6.25       	-6.25       	-9.17
7592.900    	-3.33       	-5.83       	-3.75
7593.000    	-10.00      	-10.42      	-7.50
7593.100    	-12.92      	-11.25      	-5.42
7593.200    	-14.58      	-9.17       	-8.75
7593.300    	-6.25       	-3.33       	-11.25
7593.400    	-3.75       	-4.17       	-12.92
7593.500    	-4.17       	-8.33       	-8.33
7593.600    	-6.25       	-6.67       	-5.83
7593.700    	-8.33       	-10.00      	-1.67
7593.800    	-14.17      	-14.58      	-0.83
7593.900    	-7.08       	-16.25      	-5.42
7594.000    	-5.00       	-13.33      	-4.58
7594.100    	-7.92       	-14.17      	-6.67
7594.200    	-11.67      	-16.25      	-7.08
7594.300    	-8.33       	-14.17      	-7.50
7594.400    	-5.83       	-11.67      	-7.50
7594.500    	-9.58       	-3.33       	-9.17
7594.600    	-8.75       	-6.67       	-6.25
7594.700    	-6.25       	-9.58       	-8.75
7594.800    	-8.33       	-8.33       	-14.17
7594.900    	-4.58       	-9.17       	-12.92
7595.000    	-6.25       	-3.75       	-11.67
7595.100    	-12.92      	-0.83       	-14.58
7595.200    	-6.25       	-4.17       	-12.50
7595.300    	-8.75       	-4.58       	-9.17
7595.400    	-8.75       	-4.58       	-3.33
7595.500    	-13.33      	-5.83       	-14.17
7595.600    	-13.33      	-10.42      	-17.50
7595.700    	-3.75       	-11.25      	-14.58
7595.800    	3.75        	-2.50       	-15.00
7595.900    	-2.92       	-9.17       	-17.50
7596.000    	-0.83       	-14.58      	-17.08
7596.100    	-8.33       	-9.17       	-13.33
7596.200    	-10.42      	-10.83      	-13.75
7596.300    	-15.00      	-10.83      	-18.75
7596.400    	-15.83      	-10.42      	-12.92
7596.500    	-16.67      	-14.17      	-10.42
7596.600    	-18.33      	-12.08      	-17.50
7596.700    	-10.42      	-13.33      	-18.75
7596.800    	-12.08      	-9.58       	-16.25
7596.900    	-7.50       	-15.83      	-17.92
7597.000    	-2.92       	-13.33      	-11.25
7597.100    	-9.17       	-14.58      	-14.17
7597.200    	-7.50       	-8.33       	-9.17
7597.300    	-7.92       	-10.83      	-7.50
7597.400    	-6.25       	-13.75      	-12.92
7597.500    	0.42        	-10.00      	-10.00
7597.600    	-2.92       	-7.92       	-5.83
7597.700    	-12.92      	-8.33       	-2.50
7597.800    	-11.25      	-15.83      	-6.25
7597.900    	-8.75       	-12.92      	-6.25
7598.000    	-11.25      	-8.33       	-5.42
7598.100    	-10.00      	-4.17       	-7.08
7598.200    	-11.25      	-8.75       	-6.67
7598.300    	-12.08      	-14.17      	-15.83
7598.400    	-6.25       	-17.08      	-11.25
7598.500    	-7.92       	-24.17      	-10.00
7598.600    	-10.00      	-19.58      	-9.58
7598.700    	-10.00      	-18.33      	-11.25
7598.800    	-9.58       	-16.25      	-10.83
7598.900    	-12.50      	-12.08      	-7.08
7599.000    	-12.50      	-17.92      	-8.75
7599.100    	-12.08      	-16.25      	-5.00
7599.200    	-10.83      	-2.50       	-3.33
7599.300    	-5.00       	-4.58       	-0.42
7599.400    	-3.33       	-12.50      	-5.00
7599.500    	-7.50       	-14.17      	-7.92
7599.600    	-8.33       	-6.67       	-3.33
7599.700    	-7.08       	-6.25       	-5.00
7599.800    	-4.58       	-10.00      	-8.75
7599.900    	-7.08       	-7.50       	-8.75
7600.000    	-7.50       	-7.50       	-11.67
7600.100    	-9.17       	-8.33       	-6.25
7600.200    	-6.25       	-5.83       	-2.92
7600.300    	-3.33       	-7.50       	-7.92
7600.400    	0.42        	-7.92       	-8.33
7600.500    	-2.50       	-7.92       	-0.83
7600.600    	-1.25       	-9.58       	0.42
7600.700    	-4.17       	-11.67      	-2.50
7600.800    	-9.17       	-6.25       	0.00
7600.900    	-1.25       	-5.00       	5.00
7601.000    	-2.92       	-4.58       	1.25
7601.100    	-9.17       	-7.08       	0.00
7601.200    	-12.08      	-5.42       	-2.50
7601.300    	-6.25       	-5.00       	-12.08
7601.400    	-9.17       	-3.75       	-3.75
7601.500    	-11.67      	-1.67       	-4.17
7601.600    	-3.33       	-4.58       	-2.50
7601.700    	-1.67       	-2.50       	-6.25
7601.800    	4.58        	-2.08       	-7.50
7601.900    	2.92        	-4.17       	-8.75
7602.000    	0.00        	-7.92       	-9.17
7602.100    	-2.08       	-4.58       	-7.50
7602.200    	-2.92       	0.00        	-2.08
7602.300    	-0.83       	-1.25       	-8.33
7602.400    	3.75        	-2.08       	-6.25
7602.500    	6.67        	-3.33       	-4.58
7602.600    	0.83        	-14.17      	-10.42
7602.700    	-0.42       	-12.50      	-10.83
7602.800    	2.50        	-14.58      	-7.92
7602.900    	5.83        	-5.83       	-10.00
7603.000    	2.08        	-10.83      	-13.33
7603.100    	-6.67       	-9.17       	-7.50
7603.200    	-4.17       	-0.83       	-6.25
7603.300    	0.83        	-2.08       	-9.58
7603.400    	2.08        	-8.33       	-9.17
7603.500    	8.33        	-5.83       	-9.17
7603.600    	6.67        	-7.50       	-1.67
7603.700    	8.33        	-4.17       	-2.92
7603.800    	3.33        	-1.25       	0.42
7603.900    	0.42        	-5.42       	-3.75
7604.000    	0.83        	-7.92       	-7.08
7604.100    	1.25        	-5.00       	-2.50
7604.200    	-5.00       	-9.17       	3.75
7604.300    	-0.83       	-5.42       	3.33
7604.400    	-5.83       	-8.75       	1.25
7604.500    	-5.42       	-9.17       	0.00
7604.600    	-5.83       	-7.50       	3.33
7604.700    	-4.17       	-11.25      	5.83
7604.800    	1.25        	-10.83      	-0.42
7604.900    	0.00        	-5.83       	0.83
7605.000    	-7.08       	-7.08       	2.50
7605.100    	-1.25       	-8.75       	-0.42
7605.200    	0.83        	-6.25       	5.00
7605.300    	-2.92       	-7.92       	3.33
7605.400    	-0.42       	-1.25       	4.17
7605.500    	-4.58       	-6.25       	-2.92
7605.600    	-7.92       	-12.08      	-5.42
7605.700    	-4.17       	-2.50       	-6.25
7605.800    	-2.50       	2.92        	-9.17
7605.900    	-1.25       	1.25        	-9.58
7606.000    	2.50        	1.25        	-3.33
7606.100    	2.92        	2.08        	1.25
7606.200    	4.17        	10.83       	-0.83
7606.300    	7.50        	-2.50       	-6.25
7606.400    	5.00        	-4.58       	-7.50
7606.500    	4.17        	-1.67       	-8.33
7606.600    	1.25        	-5.42       	-4.17
7606.700    	-5.83       	-5.42       	-7.92
7606.800    	2.50        	0.42        	-7.92
7606.900    	1.67        	-3.33       	-11.67
7607.000    	7.08        	-0.42       	-7.08
7607.100    	3.75        	3.33        	-7.50
7607.200    	0.83        	-2.92       	-5.00
7607.300    	-1.25       	0.00        	-6.25
7607.400    	-3.75       	4.17        	-8.75
7607.500    	-5.83       	-0.83       	-8.33
7607.600    	-7.50       	-5.83       	-1.67
7607.700    	-3.33       	-9.17       	-2.08
7607.800    	-0.42       	-5.00       	-4.17
7607.900    	1.67        	-0.83       	0.00
7608.000    	-0.83       	1.67        	-0.42
7608.100    	-2.50       	-1.25       	-2.08
7608.200    	0.83        	-5.42       	-2.50
7608.300    	0.42        	2.08        	-0.83
7608.400    	-5.83       	3.33        	5.83
7608.500    	-11.25      	-0.83       	2.08
7608.600    	-9.17       	-3.33       	1.25
7608.700    	-7.50       	-4.17       	3.33
7608.800    	-8.33       	2.50        	-2.92
7608.900    	-1.25       	-5.00       	-2.08
7609.000    	5.42        	-5.00       	-2.50
7609.100    	-0.83       	-2.50       	-5.42
7609.200    	-0.42       	-2.08       	-4.17
7609.300    	0.00        	-2.92       	-3.33
7609.400    	-3.33       	-8.75       	-0.42
7609.500    	-3.75       	-12.08      	1.67
7609.600    	0.42        	-5.00       	0.83
7609.700    	-1.67       	-10.42      	-5.83
7609.800    	-5.00       	-9.58       	-3.75
7609.900    	-6.67       	-2.92       	-7.08
7610.000    	-8.75       	0.42        	-7.50
7610.100    	-4.58       	0.83        	-7.08
7610.200    	-8.75       	2.08        	-8.75
7610.300    	-3.75       	0.42        	-8.33
7610.400    	-2.50       	0.83        	-7.08
7610.500    	-3.75       	2.08        	0.42
7610.600    	-1.67       	3.33        	2.08
7610.700    	-0.42       	-0.42       	-3.33
7610.800    	-0.42       	2.08        	-4.17
7610.900    	-0.42       	2.08        	-7.92
7611.000    	-7.50       	-2.50       	-7.50
7611.100    	-10.42      	-4.17       	-6.25
7611.200    	-11.25      	-5.83       	-4.17
7611.300    	-12.08      	-7.08       	-3.75
7611.400    	-13.75      	-5.42       	0.42
7611.500    	-18.33      	-9.17       	-0.83
7611.600    	-15.42      	-4.17       	4.58
7611.700    	-9.58       	-4.58       	-0.42
7611.800    	-0.42       	-1.67       	3.75
7611.900    	-2.08       	-8.33       	-3.33
7612.000    	-5.00       	1.67        	-0.42
7612.100    	-1.67       	-1.25       	-5.00
7612.200    	0.00        	0.83        	-7.08
7612.300    	-10.42      	-5.83       	-4.58
7612.400    	-8.75       	-4.58       	-7.92
7612.500    	-5.83       	-2.50       	-1.67
7612.600    	-5.83       	-4.58       	-10.83
7612.700    	-5.00       	-13.75      	-12.50
7612.800    	-0.42       	-4.17       	-5.00
7612.900    	1.67        	-7.50       	-7.08
7613.000    	-2.92       	-14.58      	-3.75
7613.100    	-7.50       	-17.50      	-9.17
7613.200    	-8.33       	-11.25      	-12.92
7613.300    	-9.17       	-14.58      	-9.58
7613.400    	-8.33       	-18.33      	-8.75
7613.500    	-8.33       	-17.08      	-13.75
7613.600    	-1.25       	-10.83      	-18.33
7613.700    	-0.42       	-7.50       	-16.67
7613.800    	-0.42       	-2.50       	-6.25
7613.900    	-2.92       	-5.00       	-2.92
7614.000    	-10.83      	-8.33       	-9.58
7614.100    	-6.67       	-9.17       	-6.25
7614.200    	-8.33       	-6.25       	-8.33
7614.300    	-3.33       	-8.75       	-6.67
7614.400    	-4.17       	-9.58       	-4.58
7614.500    	-2.08       	-8.75       	-14.17
7614.600    	-3.33       	-6.25       	-12.92
7614.700    	-4.58       	-5.42       	-17.92
7614.800    	-7.92       	-2.50       	-12.92
7614.900    	-3.33       	2.50        	-16.25
7615.000    	-3.75       	2.50        	-18.33
7615.100    	-2.08       	-2.08       	-12.50
7615.200    	0.42        	-0.83       	-7.50
7615.300    	0.00        	3.33        	-13.33
7615.400    	-2.92       	0.42        	-13.33
7615.500    	-5.83       	-7.92       	-22.08
7615.600    	-9.58       	-9.17       	-15.42
7615.700    	-6.25       	-5.83       	-9.58
7615.800    	-6.25       	-2.50       	-11.67
7615.900    	-4.17       	-5.83       	-11.25
7616.000    	-10.00      	-10.00      	-13.75
7616.100    	-7.92       	-4.17       	-5.00
7616.200    	-12.92      	-6.25       	-11.67
7616.300    	-10.83      	-3.33       	-10.83
7616.400    	-12.92      	-2.50       	-10.83
7616.500    	-15.00      	-11.67      	-10.83
7616.600    	-7.50       	-6.25       	-10.42
7616.700    	-2.08       	-13.33      	-6.25
7616.800    	-5.00       	-14.17      	-11.25
7616.900    	-1.25       	-10.83      	-10.83
7617.000    	-4.58       	-5.83       	-6.25
7617.100    	-10.83      	-8.75       	-9.58
7617.200    	-10.83      	-10.42      	-11.25
7617.300    	-8.75       	-12.50      	-19.58
7617.400    	-6.25       	-12.92      	-15.42
7617.500    	-7.50       	-9.17       	-14.58
7617.600    	-14.17      	-9.58       	-12.92
7617.700    	-16.25      	-9.17       	-11.67
7617.800    	-14.58      	-8.33       	-15.42
7617.900    	-14.17      	-8.33       	-20.42
7618.000    	-14.17      	-10.00      	-15.00
7618.100    	-6.25       	-11.25      	-15.00
7618.200    	-5.00       	-8.75       	-12.92
7618.300    	-3.75       	-8.75       	-11.67
7618.400    	0.42        	-1.25       	-12.92
7618.500    	2.08        	-0.42       	-7.08
7618.600    	3.75        	2.50        	-5.42
7618.700    	-2.92       	-2.08       	-11.25
7618.800    	-6.25       	0.00        	-10.00
7618.900    	-2.50       	-5.83       	-13.33
7619.000    	-6.67       	-8.33       	-9.58
7619.100    	-2.50       	-4.17       	-8.75
7619.200    	-0.42       	-1.67       	-5.83
7619.300    	-2.08       	-0.83       	-10.83
7619.400    	-2.92       	-5.42       	-13.33
7619.500    	-2.50       	-1.67       	-11.25
7619.600    	-3.33       	-1.25       	-16.67
7619.700    	-0.42       	5.00        	-6.67
7619.800    	4.17        	0.42        	-5.42
7619.900    	0.00        	2.08        	-8.33
7620.000    	0.00        	-2.92       	-5.00
7620.100    	-0.83       	-5.83       	-9.17
7620.200    	2.08        	-2.08       	-9.58
7620.300    	-0.42       	2.92        	-7.50
7620.400    	-3.33       	7.50        	-2.50
7620.500    	-4.17       	1.67        	-3.33
7620.600    	-0.42       	-0.42       	-3.75
7620.700    	-0.83       	0.00        	0.42
7620.800    	-0.42       	-0.42       	-2.92
7620.900    	0.83        	-3.75       	-0.83
7621.000    	1.67        	-7.50       	-1.67
7621.100    	4.58        	-7.92       	-7.08
7621.200    	5.00        	-7.92       	-5.83
7621.300    	8.75        	-5.83       	-2.50
7621.400    	6.25        	-1.67       	-1.67
7621.500    	-1.25       	-2.08       	-1.67
7621.600    	-0.83       	-5.42       	-3.75
7621.700    	2.50        	-11.25      	-5.00
7621.800    	-1.67       	-7.92       	-8.33
7621.900    	0.42        	-1.67       	-6.25
7622.000    	-2.50       	-3.75       	-9.17
7622.100    	0.83        	-3.33       	-7.08
7622.200    	0.83        	0.83        	-10.42
7622.300    	4.17        	0.00        	-7.50
7622.400    	5.00        	0.42        	-4.58
7622.500    	2.08        	-6.67       	2.92
7622.600    	-2.50       	-2.08       	1.25
7622.700    	-1.25       	-4.17       	-2.92
7622.800    	2.08        	-2.08       	-4.17
7622.900    	-1.25       	-6.25       	-6.25
7623.000    	0.00        	-5.83       	-7.50
7623.100    	5.00        	-7.92       	-7.08
7623.200    	5.42        	-8.33       	-8.33
7623.300    	7.50        	-8.33       	-2.50
7623.400    	5.83        	-6.67       	-6.25
7623.500    	0.83        	0.00        	4.17
7623.600    	8.33        	1.25        	7.50
7623.700    	9.17        	0.42        	0.42
7623.800    	10.83       	1.25        	-1.67
7623.900    	4.58        	2.08        	-3.33
7624.000    	2.92        	0.00        	-4.17
7624.100    	3.75        	-0.83       	-6.25
7624.200    	1.67        	-2.08       	-9.17
7624.300    	5.00        	-9.17       	-7.92
7624.400    	4.17        	-5.00       	-6.25
7624.500    	5.83        	-2.50       	-6.67
7624.600    	-3.75       	0.00        	2.50
7624.700    	-0.42       	1.67        	0.42
7624.800    	8.33        	-0.42       	-5.00
7624.900    	2.92        	-0.42       	-3.75
7625.000    	9.58        	0.42        	-5.42
7625.100    	7.50        	1.25        	-1.67
7625.200    	10.42       	2.92        	-5.00
7625.300    	5.42        	0.83        	-5.83
7625.400    	6.67        	-2.08       	-5.83
7625.500    	11.67       	-2.08       	-5.83
7625.600    	7.92        	-5.42       	-4.17
7625.700    	6.67        	-7.50       	-5.00
7625.800    	9.17        	-3.75       	-8.33
7625.900    	2.08        	0.00        	-6.25
7626.000    	5.83        	-0.83       	-7.08
7626.100    	5.42        	-5.00       	-9.58
7626.200    	4.17        	-5.00       	-11.67
7626.300    	7.92        	-4.58       	-9.17
7626.400    	10.00       	-8.33       	-8.75
7626.500    	9.17        	-4.58       	-14.17
7626.600    	-5.00       	-5.42       	-22.50
7626.700    	-7.08       	-9.58       	-9.17
7626.800    	-10.42      	-10.42      	-5.83
7626.900    	-5.83       	-6.67       	-5.00
7627.000    	-2.50       	-0.83       	-9.17
7627.100    	-4.58       	0.83        	-4.58
7627.200    	2.08        	2.92        	-5.00
7627.300    	3.33        	1.25        	-10.83
7627.400    	0.42        	-1.25       	-9.58
7627.500    	2.50        	-0.83       	-7.08
7627.600    	4.17        	-7.92       	-12.08
7627.700    	-0.42       	-5.00       	-9.58
7627.800    	-2.08       	-1.67       	-0.83
7627.900    	2.50        	-1.67       	-3.33
7628.000    	1.25        	-1.25       	-7.08
7628.100    	0.42        	1.25        	-5.00
7628.200    	0.00        	-2.50       	-10.83
7628.300    	2.08        	3.33        	-0.83
7628.400    	3.33        	2.08        	-6.67
7628.500    	-3.75       	4.17        	-4.17
7628.600    	-0.83       	7.50        	-0.83
7628.700    	0.83        	8.75        	-2.92
7628.800    	-8.75       	10.83       	-12.50
7628.900    	-7.92       	3.33        	-16.25
7629.000    	-0.42       	2.50        	-12.50
7629.100    	4.58        	-0.42       	-12.50
7629.200    	-5.00       	-3.33       	-8.75
7629.300    	-3.33       	-3.33       	-8.33
7629.400    	4.17        	-3.75       	-6.67
7629.500    	0.42        	-5.42       	-3.75
7629.600    	0.83        	-7.50       	-2.50
7629.700    	2.50        	-0.83       	-3.33
7629.800    	10.42       	3.33        	-6.67
7629.900    	9.58        	4.17        	-9.17
7630.000    	2.92        	-1.25       	-10.83
7630.100    	0.83        	-2.08       	-5.83
7630.200    	5.83        	-3.33       	-5.00
7630.300    	0.00        	-5.00       	-7.08
7630.400    	-0.42       	-5.83       	0.42
7630.500    	2.50        	-3.33       	-1.67
7630.600    	0.42        	-1.67       	-1.67
7630.700    	-7.92       	0.83        	-2.92
7630.800    	-12.50      	-4.17       	-10.42
7630.900    	-15.83      	-2.50       	-9.17
7631.000    	-15.42      	-1.67       	-7.50
7631.100    	-9.17       	-8.33       	-6.25
7631.200    	-11.25      	-6.25       	-9.58
7631.300    	-4.17       	-5.42       	-9.17
7631.400    	-10.00      	-7.50       	-8.33
7631.500    	-10.42      	-8.75       	-8.75
7631.600    	-7.50       	-10.83      	-9.17
7631.700    	-5.83       	-10.83      	-12.08
7631.800    	-5.00       	-2.50       	-0.42
7631.900    	-7.50       	-9.58       	-5.83
7632.000    	-5.00       	-13.33      	-9.17
7632.100    	-4.17       	-14.58      	-9.17
7632.200    	-7.92       	-11.67      	-8.33
7632.300    	-9.58       	-10.00      	-7.50
7632.400    	-9.17       	-8.33       	-5.83
7632.500    	-6.67       	-6.25       	-10.42
7632.600    	-3.75       	-5.83       	-6.67
7632.700    	-7.08       	-1.67       	-1.67
7632.800    	-13.75      	-3.33       	-5.00
7632.900    	-4.17       	-7.08       	-7.08
7633.000    	-5.00       	-10.83      	-3.33
7633.100    	-13.33      	-14.17      	-5.83
7633.200    	-15.00      	-12.92      	-10.00
7633.300    	-14.17      	-12.08      	-9.58
7633.400    	-12.92      	-9.58       	-10.83
7633.500    	-10.00      	-11.67      	-7.50
7633.600    	-9.58       	-19.17      	-7.08
7633.700    	-12.08      	-10.83      	-9.58
7633.800    	-7.50       	-9.58       	-7.08
7633.900    	-4.17       	-6.67       	-4.17
7634.000    	-5.83       	-8.33       	0.00
7634.100    	-3.75       	-10.00      	-5.00
7634.200    	-7.92       	-3.33       	-6.25
7634.300    	-9.17       	-10.42      	-8.75
7634.400    	-5.83       	-13.33      	-11.67
7634.500    	-9.58       	-10.83      	-11.67
7634.600    	-14.17      	-10.42      	-4.58
7634.700    	-13.75      	-8.33       	-2.08
7634.800    	-12.50      	-4.17       	-10.00
7634.900    	-10.00      	-10.00      	-7.92
7635.000    	-8.33       	-8.33       	-0.83
7635.100    	-10.83      	-7.50       	0.42
7635.200    	-10.42      	-3.75       	2.50
7635.300    	-9.58       	-5.83       	-3.33
7635.400    	-8.75       	-5.83       	-9.58
7635.500    	-9.17       	-6.25       	-7.08
7635.600    	-4.58       	1.25        	-1.25
7635.700    	-5.42       	-7.50       	2.08
7635.800    	-8.33       	-10.00      	1.67
7635.900    	-10.42      	-7.50       	-5.00
7636.000    	-11.25      	-7.08       	-5.42
7636.100    	-6.67       	-7.08       	-3.33
7636.200    	-7.92       	-4.17       	-1.67
7636.300    	-14.58      	-5.42       	-4.17
7636.400    	-13.75      	-12.50      	-0.83
7636.500    	-4.58       	-1.67       	-5.42
7636.600    	-3.33       	-4.58       	-4.58
7636.700    	-7.08       	-4.58       	-2.92
7636.800    	-10.83      	-8.75       	-0.42
7636.900    	-11.67      	-12.92      	-5.42
7637.000    	-15.42      	-7.92       	-5.00
7637.100    	-11.67      	-0.83       	3.75
7637.200    	-10.42      	-1.67       	7.08
7637.300    	-5.83       	-0.42       	3.33
7637.400    	-6.25       	-0.42       	-5.00
7637.500    	-7.92       	-3.75       	-1.67
7637.600    	-9.17       	-10.42      	-3.33
7637.700    	-7.08       	-10.83      	-5.42
7637.800    	-6.25       	-13.33      	-6.25
7637.900    	-9.58       	-12.50      	-7.50
7638.000    	-7.92       	-14.17      	-3.33
7638.100    	-2.08       	-10.42      	-0.83
7638.200    	-1.67       	-7.92       	-1.25
7638.300    	-4.58       	-5.83       	-4.58
7638.400    	-7.50       	-5.00       	-9.17
7638.500    	-6.67       	-1.25       	-9.58
7638.600    	-5.83       	-2.92       	-15.83
7638.700    	-10.83      	-0.83       	-6.25
7638.800    	-4.17       	-2.08       	-6.25
7638.900    	-3.75       	1.67        	-6.25
7639.000    	-7.92       	-5.83       	-7.92
7639.100    	-7.92       	-1.67       	-2.50
7639.200    	-0.83       	-0.42       	-0.83
7639.300    	-3.33       	-5.42       	-5.83
7639.400    	-7.92       	-7.08       	-5.83
7639.500    	-7.92       	-4.17       	-1.67
7639.600    	-2.08       	-4.17       	1.25
7639.700    	-0.42       	-5.83       	8.33
7639.800    	-0.83       	-4.17       	7.08
7639.900    	-1.67       	-11.25      	0.83
7640.000    	-2.08       	-6.25       	0.00
7640.100    	-2.08       	-8.33       	-2.92
7640.200    	2.08        	-6.25       	0.00
7640.300    	1.67        	-8.75       	-4.17
7640.400    	2.08        	-10.42      	-5.00
7640.500    	3.75        	-12.50      	-2.50
7640.600    	7.08        	-7.50       	-3.75
7640.700    	4.17        	-2.92       	-2.50
7640.800    	0.00        	2.08        	-2.92
7640.900    	-4.58       	2.92        	-7.08
7641.000    	-2.50       	-7.08       	-3.75
7641.100    	-5.00       	-1.67       	-8.75
7641.200    	4.17        	4.58        	2.92
7641.300    	2.92        	0.42        	6.67
7641.400    	4.58        	-2.92       	2.50
7641.500    	-0.42       	-6.67       	-3.33
7641.600    	3.75        	-2.08       	0.42
7641.700    	0.00        	-4.58       	1.25
7641.800    	10.42       	-10.00      	0.00
7641.900    	5.83        	-12.50      	0.42
7642.000    	1.25        	-7.08       	1.25
7642.100    	0.83        	-8.33       	0.42
7642.200    	3.75        	-7.92       	2.08
7642.300    	-1.25       	-3.75       	0.83
7642.400    	0.00        	-0.42       	-5.00
7642.500    	-6.25       	-2.50       	-7.08
7642.600    	-4.17       	0.83        	1.25
7642.700    	-4.17       	-1.25       	-5.42
7642.800    	-5.42       	-3.33       	-0.83
7642.900    	-1.67       	1.25        	-2.92
7643.000    	3.33        	3.33        	-1.67
7643.100    	2.08        	-0.42       	-3.33
7643.200    	3.75        	-4.17       	0.83
7643.300    	4.17        	-4.17       	0.00
7643.400    	9.17        	-0.42       	0.00
7643.500    	13.33       	2.50        	0.42
7643.600    	11.67       	6.25        	6.25
7643.700    	10.00       	1.67        	3.33
7643.800    	5.42        	-2.50       	2.92
7643.900    	5.00        	-5.42       	-1.67
7644.000    	7.50        	-2.50       	-2.92
7644.100    	7.08        	-2.08       	0.00
7644.200    	7.08        	-6.25       	0.00
7644.300    	9.17        	-0.83       	-4.58
7644.400    	5.00        	-0.83       	0.00
7644.500    	5.42        	2.50        	0.42
7644.600    	15.00       	-2.08       	0.00
7644.700    	6.67        	-6.25       	0.83
7644.800    	4.17        	-2.50       	2.92
7644.900    	0.00        	-5.83       	-2.08
7645.000    	4.58        	-6.25       	-0.83
7645.100    	2.08        	3.33        	-1.67
7645.200    	0.00        	-0.42       	-2.92
7645.300    	-2.92       	-0.42       	-5.42
7645.400    	0.83        	0.83        	-2.92
7645.500    	7.08        	-5.00       	-1.25
7645.600    	8.33        	-7.92       	-4.17
7645.700    	-0.42       	-1.67       	-5.83
7645.800    	-1.67       	-4.58       	-3.75
7645.900    	2.92        	-4.17       	-8.33
