%MC_DataTool ASCII conversion
%
%t           	El 12       	El 45       	El 86
%[ms]        	[microV]        	[microV]        	[microV]
3040.900    	-5.00       	-2.50       	-1.67
3041.000    	-9.17       	-4.58       	-4.58
3041.100    	-9.17       	-3.75       	-9.17
3041.200    	-6.25       	-2.08       	-9.17
3041.300    	-4.17       	2.92        	-0.83
3041.400    	-2.50       	-3.33       	1.67
3041.500    	-6.25       	-2.92       	4.58
3041.600    	-10.42      	0.00        	1.67
3041.700    	-5.42       	-2.50       	-1.67
3041.800    	-4.58       	0.42        	-5.42
3041.900    	-2.50       	-4.17       	-4.58
3042.000    	0.00        	-10.00      	-9.58
3042.100    	-3.75       	-10.42      	-5.00
3042.200    	-0.42       	-1.67       	-4.17
3042.300    	2.50        	-1.67       	-5.83
3042.400    	2.08        	-5.00       	-2.50
3042.500    	-2.50       	-3.75       	1.67
3042.600    	-4.17       	-4.58       	-2.50
3042.700    	1.25        	-6.25       	0.00
3042.800    	-0.83       	-2.50       	-7.08
3042.900    	-7.08       	-7.08       	-3.75
3043.000    	-6.67       	-8.33       	-4.17
3043.100    	-7.08       	-11.25      	-2.08
3043.200    	-5.83       	-11.67      	-0.83
3043.300    	-8.33       	-9.17       	-2.50
3043.400    	-1.25       	-6.25       	-2.92
3043.500    	0.83        	-2.92       	-11.25
3043.600    	-7.08       	-3.33       	-16.25
3043.700    	1.25        	-2.08       	-8.75
3043.800    	-4.17       	0.00        	-8.75
3043.900    	-9.17       	-5.83       	-6.67
3044.000    	-5.42       	-7.50       	-6.67
3044.100    	2.08        	-10.00      	-6.25
3044.200    	2.50        	-7.08       	-11.25
3044.300    	-3.33       	-5.42       	-10.00
3044.400    	2.50        	-1.25       	-8.33
3044.500    	5.83        	-2.50       	-9.17
3044.600    	0.83        	-8.75       	-9.17
3044.700    	-3.33       	-6.25       	-7.08
3044.800    	1.67        	-8.33       	-4.58
3044.900    	5.00        	-12.08      	5.83
3045.000    	0.42        	-6.25       	4.17
3045.100    	0.00        	-9.58       	4.58
3045.200    	1.25        	-0.83       	0.83
3045.300    	7.50        	1.25        	0.42
3045.400    	1.67        	0.00        	-0.83
3045.500    	-1.25       	0.00        	-6.67
3045.600    	-1.25       	-6.67       	-2.50
3045.700    	-3.33       	-0.83       	-0.42
3045.800    	-2.50       	4.58        	-5.83
3045.900    	0.42        	-7.92       	-7.92
3046.000    	0.00        	-14.17      	-2.50
3046.100    	-5.42       	-0.42       	0.42
3046.200    	-3.33       	-3.33       	0.42
3046.300    	2.50        	-4.17       	-3.33
3046.400    	1.67        	-2.08       	-6.67
3046.500    	-1.67       	-0.42       	-8.33
3046.600    	-2.92       	-5.00       	-5.00
3046.700    	-3.75       	-7.92       	-3.75
3046.800    	-3.75       	-12.08      	-0.83
3046.900    	0.00        	-8.33       	-3.33
3047.000    	0.00        	-6.67       	-2.50
3047.100    	0.83        	-7.08       	-6.25
3047.200    	-1.67       	-9.58       	-5.83
3047.300    	-1.25       	-13.75      	-3.33
3047.400    	-2.50       	-9.17       	-1.25
3047.500    	-1.67       	-13.75      	-2.08
3047.600    	-2.92       	-12.92      	-2.92
3047.700    	-2.08       	-17.08      	0.42
3047.800    	-2.08       	-12.08      	2.08
3047.900    	-1.25       	-10.42      	-5.00
3048.000    	0.42        	-2.08       	-4.58
3048.100    	-3.33       	-5.83       	-6.25
3048.200    	-3.75       	-5.83       	-9.17
3048.300    	-5.00       	-3.33       	-11.67
3048.400    	-1.25       	-6.67       	-6.25
3048.500    	-1.25       	-5.00       	-0.83
3048.600    	-3.75       	-6.25       	0.00
3048.700    	-3.75       	-7.50       	-2.08
3048.800    	-3.75       	-10.42      	1.67
3048.900    	-3.75       	-12.08      	-2.08
3049.000    	-4.58       	-12.92      	-4.17
3049.100    	-5.42       	-5.83       	-0.42
3049.200    	-2.92       	-2.08       	0.83
3049.300    	-0.83       	-5.83       	-2.50
3049.400    	2.08        	-10.42      	-2.92
3049.500    	5.00        	-11.25      	-3.75
3049.600    	0.00        	-13.33      	-7.50
3049.700    	0.42        	-12.08      	0.00
3049.800    	-4.17       	-20.00      	-1.25
3049.900    	-7.50       	-9.58       	1.25
3050.000    	-2.08       	-9.17       	4.17
3050.100    	0.00        	-10.00      	0.83
3050.200    	-0.83       	-10.42      	-2.50
3050.300    	-2.50       	-8.75       	0.00
3050.400    	-1.25       	-5.83       	-5.42
3050.500    	0.83        	-9.58       	-3.33
3050.600    	1.25        	-5.83       	-0.83
3050.700    	-2.92       	-5.00       	-5.00
3050.800    	0.42        	-2.92       	-5.42
3050.900    	1.25        	-2.50       	-6.25
3051.000    	0.00        	-3.33       	-2.08
3051.100    	-3.75       	-5.42       	-1.25
3051.200    	-7.92       	-2.92       	-0.83
3051.300    	-7.08       	-10.00      	1.25
3051.400    	-2.92       	-10.42      	2.08
3051.500    	-6.67       	-6.67       	-0.83
3051.600    	-9.17       	-3.33       	-2.08
3051.700    	-3.75       	-0.42       	1.67
3051.800    	-0.42       	-7.92       	1.67
3051.900    	-4.58       	-11.67      	0.83
3052.000    	-5.83       	-10.00      	-5.00
3052.100    	-1.25       	-9.58       	0.42
3052.200    	1.25        	-10.00      	1.25
3052.300    	5.42        	-7.50       	-0.42
3052.400    	-3.33       	-7.08       	-2.92
3052.500    	-4.58       	-11.25      	1.67
3052.600    	0.00        	-8.75       	4.58
3052.700    	2.50        	-10.83      	3.75
3052.800    	-2.50       	-10.83      	4.17
3052.900    	0.00        	-4.58       	-1.67
3053.000    	-2.50       	-10.83      	0.00
3053.100    	0.00        	-4.17       	4.17
3053.200    	0.42        	-5.00       	-5.42
3053.300    	-5.83       	-7.08       	-4.17
3053.400    	-1.25       	-8.75       	1.67
3053.500    	2.08        	-5.83       	9.17
3053.600    	-3.33       	-5.00       	7.08
3053.700    	-0.83       	-1.25       	2.08
3053.800    	-2.92       	0.83        	-4.58
3053.900    	-5.00       	-0.42       	4.17
3054.000    	-4.17       	-8.75       	6.67
3054.100    	-2.50       	-9.17       	2.08
3054.200    	-3.33       	-8.75       	1.25
3054.300    	-2.08       	-6.67       	1.67
3054.400    	-8.33       	-6.67       	-4.58
3054.500    	-4.58       	-5.00       	-3.33
3054.600    	-1.25       	0.42        	-0.42
3054.700    	-1.25       	-8.75       	-8.33
3054.800    	-5.00       	-7.08       	-6.25
3054.900    	3.75        	-6.25       	1.25
3055.000    	-0.83       	-5.00       	1.25
3055.100    	-2.50       	-5.00       	5.42
3055.200    	0.00        	-7.92       	-2.50
3055.300    	-0.42       	0.00        	-0.42
3055.400    	-5.42       	-5.42       	2.50
3055.500    	-6.67       	-0.83       	4.17
3055.600    	-5.00       	-2.08       	7.50
3055.700    	-4.17       	-1.67       	3.75
3055.800    	-8.33       	-6.67       	0.00
3055.900    	-10.42      	-7.92       	4.58
3056.000    	-12.50      	-8.33       	6.67
3056.100    	-10.42      	-7.50       	4.58
3056.200    	-7.08       	-3.75       	-0.42
3056.300    	-9.58       	-4.17       	5.83
3056.400    	-7.50       	-1.67       	7.50
3056.500    	-11.67      	0.83        	0.83
3056.600    	-10.00      	-3.33       	-2.08
3056.700    	-11.25      	-8.75       	-2.92
3056.800    	-11.25      	-13.33      	-2.92
3056.900    	-5.00       	-14.17      	-3.33
3057.000    	-1.25       	-4.17       	-2.08
3057.100    	-1.67       	-5.42       	-5.83
3057.200    	-4.58       	-1.67       	-4.17
3057.300    	-5.00       	-1.67       	-5.00
3057.400    	-3.75       	-7.50       	-5.83
3057.500    	-1.25       	-8.33       	-6.67
3057.600    	-2.92       	-12.50      	3.75
3057.700    	-2.08       	-15.42      	0.00
3057.800    	2.50        	-8.75       	-4.17
3057.900    	-2.92       	-10.83      	-0.42
3058.000    	-6.67       	-8.75       	2.50
3058.100    	-9.17       	-1.25       	2.08
3058.200    	-7.92       	-3.75       	0.42
3058.300    	-15.83      	-7.50       	-0.83
3058.400    	-12.92      	-3.75       	-2.92
3058.500    	-11.67      	-3.75       	-2.50
3058.600    	-12.50      	-7.92       	-0.42
3058.700    	-3.33       	-1.67       	2.50
3058.800    	-2.92       	-2.50       	-3.75
3058.900    	-5.42       	-3.75       	-11.25
3059.000    	-5.00       	-5.00       	-5.42
3059.100    	-6.25       	-2.08       	-2.50
3059.200    	-7.08       	-6.25       	-0.83
3059.300    	-6.25       	-5.83       	1.67
3059.400    	-0.42       	-3.75       	-0.83
3059.500    	-3.33       	-5.42       	-6.25
3059.600    	-5.00       	-10.83      	-2.92
3059.700    	-2.92       	-8.75       	-3.75
3059.800    	-0.42       	-5.83       	-5.83
3059.900    	1.25        	-11.67      	-3.33
3060.000    	0.00        	-12.50      	-4.58
3060.100    	-3.75       	-1.67       	-3.33
3060.200    	2.50        	-3.33       	-4.58
3060.300    	0.42        	-1.67       	2.08
3060.400    	-3.33       	-10.42      	5.00
3060.500    	-1.25       	-11.67      	0.83
3060.600    	2.08        	-15.00      	2.50
3060.700    	3.33        	-12.08      	5.00
3060.800    	-2.50       	-3.75       	6.25
3060.900    	-4.17       	0.00        	4.58
3061.000    	1.25        	-8.33       	2.92
3061.100    	-1.67       	-12.50      	3.75
3061.200    	0.42        	-5.83       	6.67
3061.300    	0.83        	-1.67       	3.75
3061.400    	0.00        	-5.42       	7.50
3061.500    	5.00        	-7.92       	8.75
3061.600    	1.67        	-5.00       	6.67
3061.700    	-3.33       	-5.42       	5.42
3061.800    	-0.83       	-8.75       	10.42
3061.900    	3.33        	-10.42      	10.00
3062.000    	2.92        	-10.42      	12.08
3062.100    	7.08        	-10.42      	9.17
3062.200    	6.25        	-7.92       	2.50
3062.300    	0.42        	-8.33       	1.25
3062.400    	7.92        	-4.58       	6.25
3062.500    	1.25        	-10.00      	11.25
3062.600    	0.83        	-12.50      	14.58
3062.700    	0.00        	-10.42      	15.00
3062.800    	3.33        	-10.83      	7.92
3062.900    	3.75        	-9.58       	1.67
3063.000    	1.67        	-6.67       	2.50
3063.100    	1.67        	-13.33      	0.00
3063.200    	5.42        	-14.58      	-4.17
3063.300    	7.08        	-8.33       	-2.08
3063.400    	0.00        	-9.58       	-0.42
3063.500    	-4.58       	-12.92      	2.08
3063.600    	1.25        	-11.25      	4.17
3063.700    	5.83        	-12.50      	10.42
3063.800    	1.67        	-11.67      	3.33
3063.900    	4.17        	-10.42      	4.17
3064.000    	2.50        	-4.17       	-6.25
3064.100    	-2.08       	-7.08       	-6.25
3064.200    	-0.83       	-12.50      	-0.83
3064.300    	2.92        	-11.25      	-5.42
3064.400    	5.83        	-3.75       	-0.42
3064.500    	3.33        	-7.50       	8.75
3064.600    	-4.17       	-9.17       	2.92
3064.700    	-3.33       	-10.00      	-0.42
3064.800    	3.75        	-10.42      	0.83
3064.900    	7.50        	-7.50       	5.83
3065.000    	0.00        	-9.58       	1.67
3065.100    	3.33        	-3.75       	-0.42
3065.200    	4.17        	-2.08       	-0.83
3065.300    	0.83        	-2.08       	-2.50
3065.400    	2.50        	-1.67       	-6.25
3065.500    	4.58        	-9.17       	-0.83
3065.600    	7.92        	-3.75       	-1.25
3065.700    	8.75        	-5.00       	0.00
3065.800    	3.33        	-2.50       	0.42
3065.900    	2.08        	-7.08       	2.92
3066.000    	1.25        	-5.00       	1.67
3066.100    	-2.08       	-9.17       	0.83
3066.200    	-3.75       	-4.17       	2.92
3066.300    	0.00        	-1.67       	5.00
3066.400    	-1.67       	-2.50       	5.83
3066.500    	-3.75       	-3.33       	2.08
3066.600    	-4.58       	-7.50       	4.17
3066.700    	0.00        	-9.17       	2.50
3066.800    	1.25        	-3.33       	6.67
3066.900    	2.08        	-6.25       	1.25
3067.000    	2.92        	-5.83       	-0.83
3067.100    	3.33        	-9.17       	5.83
3067.200    	2.92        	-8.33       	10.42
3067.300    	3.75        	-5.42       	8.33
3067.400    	-2.50       	-1.25       	7.92
3067.500    	-2.08       	-0.83       	0.00
3067.600    	-1.67       	-4.58       	-1.67
3067.700    	-4.58       	-3.33       	-0.42
3067.800    	-3.33       	-10.00      	-0.83
3067.900    	5.00        	-5.00       	-2.92
3068.000    	-2.50       	-1.67       	0.00
3068.100    	-5.83       	-3.75       	-0.83
3068.200    	1.67        	-9.17       	-7.08
3068.300    	0.00        	-6.25       	-2.08
3068.400    	-7.92       	-10.00      	0.42
3068.500    	-5.83       	-10.42      	-1.67
3068.600    	-4.58       	-5.42       	1.67
3068.700    	-7.92       	2.92        	2.08
3068.800    	-8.33       	0.42        	-1.25
3068.900    	-4.58       	-8.33       	-4.17
3069.000    	-6.67       	-10.83      	-9.17
3069.100    	-10.00      	-12.08      	-7.50
3069.200    	-7.08       	-8.75       	-7.92
3069.300    	-9.58       	-5.42       	-7.92
3069.400    	-7.50       	-6.67       	-7.50
3069.500    	-3.75       	-8.33       	-10.00
3069.600    	-6.67       	-1.67       	-11.25
3069.700    	-9.58       	-8.33       	-5.00
3069.800    	-13.33      	-10.00      	-4.17
3069.900    	-10.42      	-11.67      	1.25
3070.000    	-13.75      	-11.25      	-3.33
3070.100    	-13.75      	-9.17       	-10.42
3070.200    	-13.33      	-7.50       	-8.75
3070.300    	-5.42       	-6.67       	-3.33
3070.400    	-12.50      	-12.92      	-9.58
3070.500    	-12.08      	-7.08       	-9.58
3070.600    	-7.92       	-3.33       	0.00
3070.700    	-8.75       	-7.08       	-1.67
3070.800    	-9.17       	-4.58       	-10.42
3070.900    	-12.92      	-8.75       	-10.83
3071.000    	-15.00      	-10.42      	-6.67
3071.100    	-6.25       	-6.25       	-7.08
3071.200    	-9.58       	-10.42      	-12.50
3071.300    	-7.92       	-10.42      	-9.17
3071.400    	-4.17       	-16.25      	-9.58
3071.500    	-9.58       	-10.42      	-5.83
3071.600    	-5.83       	-7.08       	-0.42
3071.700    	-2.08       	-12.08      	1.25
3071.800    	-1.25       	-11.67      	-0.83
3071.900    	-9.17       	-13.75      	-6.25
3072.000    	-12.50      	-8.33       	-13.75
3072.100    	-13.75      	-6.67       	-14.58
3072.200    	-13.33      	-12.92      	-5.00
3072.300    	-9.17       	-15.83      	-9.58
3072.400    	-6.25       	-14.58      	-9.58
3072.500    	-7.92       	-13.33      	-7.50
3072.600    	-4.17       	-14.58      	-8.33
3072.700    	-2.08       	-13.33      	-7.92
3072.800    	-4.58       	-11.25      	-5.83
3072.900    	-13.75      	-8.33       	-10.83
3073.000    	-12.50      	-11.67      	-14.58
3073.100    	-4.58       	-10.00      	-12.08
3073.200    	-0.83       	-10.83      	-8.33
3073.300    	0.83        	-10.83      	-8.75
3073.400    	0.83        	-12.08      	0.42
3073.500    	-4.17       	-10.00      	-1.25
3073.600    	-3.33       	-13.33      	0.00
3073.700    	-3.75       	-15.00      	0.83
3073.800    	-7.92       	-14.58      	2.50
3073.900    	-15.00      	-13.75      	2.92
3074.000    	-11.25      	-7.92       	5.83
3074.100    	-1.67       	-13.33      	-2.08
3074.200    	-1.25       	-7.92       	-0.42
3074.300    	-5.83       	-11.67      	-4.58
3074.400    	-5.42       	-10.83      	-9.58
3074.500    	-4.58       	-8.33       	-3.75
3074.600    	-11.67      	-10.00      	-7.92
3074.700    	-15.00      	-20.42      	-11.25
3074.800    	-19.17      	-15.42      	-16.25
3074.900    	-13.33      	-14.17      	-12.50
3075.000    	-13.75      	-12.08      	-12.50
3075.100    	-11.25      	-8.33       	-11.25
3075.200    	-16.67      	-13.33      	-8.75
3075.300    	-8.75       	-15.00      	-0.42
3075.400    	-6.25       	-16.67      	-6.25
3075.500    	-11.25      	-15.42      	-11.67
3075.600    	-10.83      	-13.33      	-3.33
3075.700    	-11.67      	-5.00       	0.42
3075.800    	-10.83      	-10.00      	-5.83
3075.900    	-10.00      	-13.75      	-1.67
3076.000    	-13.75      	-11.25      	-4.17
3076.100    	-13.75      	-12.50      	-7.92
3076.200    	-18.33      	-9.58       	-8.75
3076.300    	-11.67      	-7.08       	-7.92
3076.400    	-13.75      	0.00        	-6.25
3076.500    	-16.25      	-1.67       	-7.08
3076.600    	-15.42      	-5.83       	-9.17
3076.700    	-12.50      	-8.75       	-7.50
3076.800    	-4.58       	-10.00      	-6.25
3076.900    	-12.50      	-15.83      	-10.42
